"date" "Q" "BF"
20060331 0.23 0.043
20060401 0.2 0.044
20060402 0.187 0.046
20060403 0.135 0.047
20060404 0.108 0.048
20060405 0.093 0.049
20060406 0.072 0.05
20060407 0.062 0.051
20060408 0.086 0.052
20060409 0.097 0.053
20060410 0.068 0.054
20060411 0.055 0.055
20060412 0.079 0.054
20060413 0.103 0.052
20060414 0.151 0.051
20060415 0.095 0.05
20060416 0.118 0.048
20060417 0.101 0.047
20060418 0.076 0.045
20060419 0.066 0.044
20060420 0.055 0.043
20060421 0.047 0.041
20060422 0.044 0.04
20060423 0.039 0.039
20060424 0.034 0.034
20060425 0.032 0.032
20060426 0.03 0.03
20060427 0.027 0.027
20060428 0.025 0.025
20060429 0.025 0.025
20060430 0.023 0.023
20060501 0.022 0.022
20060502 0.02 0.02
20060503 0.018 0.018
20060504 0.016 0.016
20060505 0.015 0.015
20060506 0.013 0.013
20060507 0.012 0.012
20060508 0.011 0.011
20060509 0.01 0.01
20060510 0.01 0.01
20060511 0.013 0.013
20060512 0.008 0.008
20060513 0.007 0.007
20060514 0.007 0.007
20060515 0.007 0.007
20060516 0.007 0.007
20060517 0.006 0.006
20060518 0.008 0.006
20060519 0.019 0.006
20060520 0.038 0.006
20060521 0.127 0.006
20060522 0.139 0.006
20060523 0.093 0.005
20060524 0.071 0.005
20060525 0.095 0.005
20060526 0.091 0.005
20060527 0.12 0.005
20060528 0.116 0.005
20060529 0.078 0.005
20060530 0.065 0.005
20060531 0.051 0.005
20060601 0.04 0.005
20060602 0.033 0.005
20060603 0.029 0.005
20060604 0.025 0.004
20060605 0.021 0.004
20060606 0.018 0.004
20060607 0.016 0.004
20060608 0.014 0.004
20060609 0.013 0.004
20060610 0.011 0.004
20060611 0.01 0.004
20060612 0.008 0.004
20060613 0.008 0.004
20060614 0.007 0.004
20060615 0.009 0.003
20060616 0.008 0.003
20060617 0.007 0.003
20060618 0.006 0.003
20060619 0.006 0.003
20060620 0.006 0.003
20060621 0.005 0.003
20060622 0.005 0.003
20060623 0.005 0.003
20060624 0.004 0.003
20060625 0.004 0.003
20060626 0.004 0.003
20060627 0.004 0.002
20060628 0.004 0.002
20060629 0.003 0.002
20060630 0.003 0.002
20060701 0.003 0.002
20060702 0.002 0.002
20060703 0.002 0.002
20060704 0.002 0.002
20060705 0.002 0.002
20060706 0.002 0.002
20060707 0.002 0.002
20060708 0.002 0.002
20060709 0.002 0.001
20060710 0.002 0.001
20060711 0.002 0.001
20060712 0.002 0.001
20060713 0.002 0.001
20060714 0.001 0.001
20060715 0.001 0.001
20060716 0.001 0.001
20060717 0.001 0.001
20060718 0.001 0.001
20060719 0.001 0.001
20060720 0.001 0.001
20060721 0.001 0.001
20060722 0.004 0.001
20060723 0.015 0.001
20060724 0.003 0.001
20060725 0.002 0.001
20060726 0.002 0.001
20060727 0.002 0.001
20060728 0.002 0.001
20060729 0.002 0.001
20060730 0.002 0.001
20060731 0.002 0.001
20060801 NA NA
20060802 NA NA
20060803 NA NA
20060804 NA NA
20060805 NA NA
20060806 NA NA
20060807 NA NA
20060808 NA NA
20060809 NA NA
20060810 NA NA
20060811 NA NA
20060812 NA NA
20060813 NA NA
20060814 NA NA
20060815 NA NA
20060816 NA NA
20060817 NA NA
20060818 NA NA
20060819 NA NA
20060820 NA NA
20060821 NA NA
20060822 NA NA
20060823 NA NA
20060824 NA NA
20060825 NA NA
20060826 NA NA
20060827 NA NA
20060828 NA NA
20060829 NA NA
20060830 NA NA
20060831 NA NA
20060901 NA NA
20060902 NA NA
20060903 NA NA
20060904 NA NA
20060905 NA NA
20060906 NA NA
20060907 NA NA
20060908 NA NA
20060909 NA NA
20060910 NA NA
20060911 NA NA
20060912 NA NA
20060913 NA NA
20060914 NA NA
20060915 NA NA
20060916 NA NA
20060917 NA NA
20060918 NA NA
20060919 NA NA
20060920 NA NA
20060921 NA NA
20060922 NA NA
20060923 NA NA
20060924 NA NA
20060925 NA NA
20060926 NA NA
20060927 NA NA
20060928 NA NA
20060929 NA NA
20060930 NA NA
20061001 NA NA
20061002 NA NA
20061003 NA NA
20061004 NA NA
20061005 NA NA
20061006 NA NA
20061007 NA NA
20061008 NA NA
20061009 NA NA
20061010 NA NA
20061011 NA NA
20061012 NA NA
20061013 NA NA
20061014 NA NA
20061015 NA NA
20061016 NA NA
20061017 NA NA
20061018 NA NA
20061019 NA NA
20061020 NA NA
20061021 NA NA
20061022 NA NA
20061023 NA NA
20061024 NA NA
20061025 NA NA
20061026 NA NA
20061027 NA NA
20061028 NA NA
20061029 NA NA
20061030 NA NA
20061031 NA NA
20061101 NA NA
20061102 NA NA
20061103 NA NA
20061104 NA NA
20061105 NA NA
20061106 NA NA
20061107 NA NA
20061108 NA NA
20061109 NA NA
20061110 NA NA
20061111 NA NA
20061112 NA NA
20061113 NA NA
20061114 NA NA
20061115 NA NA
20061116 NA NA
20061117 NA NA
20061118 NA NA
20061119 NA NA
20061120 NA NA
20061121 NA NA
20061122 NA NA
20061123 NA NA
20061124 NA NA
20061125 NA NA
20061126 NA NA
20061127 NA NA
20061128 NA NA
20061129 NA NA
20061130 NA NA
20061201 NA NA
20061202 NA NA
20061203 NA NA
20061204 NA NA
20061205 NA NA
20061206 NA NA
20061207 NA NA
20061208 NA NA
20061209 NA NA
20061210 NA NA
20061211 NA NA
20061212 NA NA
20061213 NA NA
20061214 NA NA
20061215 NA NA
20061216 NA NA
20061217 NA NA
20061218 NA NA
20061219 NA NA
20061220 NA NA
20061221 NA NA
20061222 NA NA
20061223 NA NA
20061224 NA NA
20061225 NA NA
20061226 NA NA
20061227 NA NA
20061228 NA NA
20061229 NA NA
20061230 NA NA
20061231 NA NA
20070101 NA NA
20070102 NA NA
20070103 NA NA
20070104 NA NA
20070105 NA NA
20070106 NA NA
20070107 NA NA
20070108 NA NA
20070109 NA NA
20070110 NA NA
20070111 NA NA
20070112 NA NA
20070113 NA NA
20070114 NA NA
20070115 NA NA
20070116 NA NA
20070117 NA NA
20070118 NA NA
20070119 NA NA
20070120 NA NA
20070121 NA NA
20070122 NA NA
20070123 NA NA
20070124 NA NA
20070125 NA NA
20070126 NA NA
20070127 NA NA
20070128 NA NA
20070129 NA NA
20070130 NA NA
20070131 NA NA
20070201 NA NA
20070202 NA NA
20070203 NA NA
20070204 NA NA
20070205 NA NA
20070206 NA NA
20070207 NA NA
20070208 NA NA
20070209 NA NA
20070210 NA NA
20070211 NA NA
20070212 NA NA
20070213 NA NA
20070214 NA NA
20070215 NA NA
20070216 NA NA
20070217 NA NA
20070218 NA NA
20070219 NA NA
20070220 NA NA
20070221 NA NA
20070222 NA NA
20070223 NA NA
20070224 NA NA
20070225 NA NA
20070226 NA NA
20070227 NA NA
20070228 NA NA
20070301 NA NA
20070302 NA NA
20070303 NA NA
20070304 NA NA
20070305 NA NA
20070306 NA NA
20070307 NA NA
20070308 NA NA
20070309 NA NA
20070310 NA NA
20070311 NA NA
20070312 NA NA
20070313 NA NA
20070314 NA NA
20070315 NA NA
20070316 NA NA
20070317 NA NA
20070318 NA NA
20070319 NA NA
20070320 NA NA
20070321 NA NA
20070322 NA NA
20070323 NA NA
20070324 NA NA
20070325 NA NA
20070326 NA NA
20070327 NA NA
20070328 NA NA
20070329 NA NA
20070330 NA NA
20070331 NA NA
20070401 0.029 0.004
20070402 0.027 0.004
20070403 0.027 0.004
20070404 0.025 0.004
20070405 0.023 0.004
20070406 0.023 0.004
20070407 0.021 0.004
20070408 0.02 0.004
20070409 0.019 0.004
20070410 0.019 0.004
20070411 0.018 0.004
20070412 0.017 0.004
20070413 0.016 0.004
20070414 0.015 0.004
20070415 0.014 0.004
20070416 0.014 0.004
20070417 0.012 0.004
20070418 0.012 0.004
20070419 0.012 0.004
20070420 0.011 0.004
20070421 0.01 0.004
20070422 0.01 0.004
20070423 0.009 0.004
20070424 0.008 0.004
20070425 0.008 0.004
20070426 0.007 0.004
20070427 0.007 0.004
20070428 0.006 0.004
20070429 0.006 0.004
20070430 0.005 0.004
20070501 0.005 0.004
20070502 0.005 0.004
20070503 0.004 0.004
20070504 0.004 0.004
20070505 0.004 0.004
20070506 0.004 0.004
20070507 0.007 0.007
20070508 0.054 0.008
20070509 0.06 0.009
20070510 0.0705 0.01
20070511 0.081 0.011
20070512 0.073 0.012
20070513 0.055 0.013
20070514 0.04 0.013
20070515 0.045 0.014
20070516 0.143 0.015
20070517 0.148 0.016
20070518 0.088 0.017
20070519 0.081 0.018
20070520 0.057 0.019
20070521 0.043 0.019
20070522 0.034 0.02
20070523 0.027 0.021
20070524 0.022 0.022
20070525 0.055 0.021
20070526 0.057 0.02
20070527 0.054 0.019
20070528 0.053 0.018
20070529 0.046 0.017
20070530 0.032 0.016
20070531 0.03 0.015
20070601 0.043 0.014
20070602 0.028 0.014
20070603 0.021 0.013
20070604 0.018 0.012
20070605 0.014 0.011
20070606 0.012 0.01
20070607 0.011 0.009
20070608 0.009 0.008
20070609 0.007 0.007
20070610 0.018 0.008
20070611 0.103 0.01
20070612 0.043 0.011
20070613 0.029 0.013
20070614 0.021 0.014
20070615 0.023 0.015
20070616 0.02 0.017
20070617 0.018 0.018
20070618 0.025 0.018
20070619 0.083 0.019
20070620 0.047 0.019
20070621 0.029 0.019
20070622 0.032 0.019
20070623 0.029 0.02
20070624 0.024 0.02
20070625 0.029 0.02
20070626 0.088 0.021
20070627 0.058 0.021
20070628 0.037 0.021
20070629 0.027 0.021
20070630 0.025 0.022
20070701 0.022 0.022
20070702 0.039 0.021
20070703 0.055 0.021
20070704 0.149 0.02
20070705 0.245 0.02
20070706 0.215 0.019
20070707 0.16 0.019
20070708 0.108 0.018
20070709 0.081 0.018
20070710 0.083 0.017
20070711 0.077 0.016
20070712 0.081 0.016
20070713 0.062 0.015
20070714 0.045 0.015
20070715 0.031 0.014
20070716 0.024 0.014
20070717 0.021 0.013
20070718 0.015 0.013
20070719 0.012 0.012
20070720 0.022 0.012
20070721 0.025 0.012
20070722 0.019 0.011
20070723 0.022 0.011
20070724 0.035 0.011
20070725 0.03 0.011
20070726 0.021 0.011
20070727 0.032 0.01
20070728 0.047 0.01
20070729 0.104 0.01
20070730 0.187 0.01
20070731 0.108 0.01
20070801 0.063 0.01
20070802 0.047 0.009
20070803 0.035 0.009
20070804 0.026 0.009
20070805 0.02 0.009
20070806 0.016 0.009
20070807 0.013 0.008
20070808 0.013 0.008
20070809 0.015 0.008
20070810 0.017 0.008
20070811 0.015 0.008
20070812 0.011 0.007
20070813 0.009 0.007
20070814 0.007 0.007
20070815 0.007 0.007
20070816 0.022 0.009
20070817 0.017 0.01
20070818 0.019 0.011
20070819 0.015 0.012
20070820 0.015 0.013
20070821 0.014 0.014
20070822 0.037 0.014
20070823 0.15 0.014
20070824 0.108 0.014
20070825 0.059 0.013
20070826 0.04 0.013
20070827 0.029 0.013
20070828 0.023 0.013
20070829 0.018 0.013
20070830 0.017 0.013
20070831 0.013 0.012
20070901 0.013 0.012
20070902 0.012 0.012
20070903 0.114 0.012
20070904 0.072 0.012
20070905 0.045 0.012
20070906 0.037 0.011
20070907 0.032 0.011
20070908 0.024 0.011
20070909 0.02 0.011
20070910 0.029 0.011
20070911 0.035 0.011
20070912 0.024 0.011
20070913 0.02 0.01
20070914 0.018 0.01
20070915 0.014 0.01
20070916 0.012 0.01
20070917 0.012 0.01
20070918 0.023 0.01
20070919 0.02 0.01
20070920 0.016 0.01
20070921 0.013 0.009
20070922 0.011 0.009
20070923 0.01 0.009
20070924 0.009 0.009
20070925 0.009 0.009
20070926 0.014 0.009
20070927 0.017 0.009
20070928 0.041 0.009
20070929 0.063 0.009
20070930 0.113 0.009
20071001 0.08 0.009
20071002 0.072 0.009
20071003 0.202 0.01
20071004 0.245 0.01
20071005 0.13 0.01
20071006 0.089 0.01
20071007 0.066 0.01
20071008 0.051 0.01
20071009 0.043 0.01
20071010 0.033 0.01
20071011 0.03 0.01
20071012 0.029 0.01
20071013 0.024 0.01
20071014 0.021 0.01
20071015 0.02 0.01
20071016 0.02 0.01
20071017 0.017 0.01
20071018 0.021 0.01
20071019 0.02 0.01
20071020 0.018 0.011
20071021 0.018 0.011
20071022 0.019 0.011
20071023 0.016 0.011
20071024 0.014 0.011
20071025 0.013 0.011
20071026 0.013 0.011
20071027 0.011 0.011
20071028 0.011 0.011
20071029 0.048 0.017
20071030 0.101 0.019
20071031 0.065 0.022
20071101 0.051 0.025
20071102 0.045 0.028
20071103 0.05 0.03
20071104 0.044 0.033
20071105 0.036 0.036
20071106 0.053 0.036
20071107 0.055 0.037
20071108 0.088 0.037
20071109 0.259 0.037
20071110 0.548 0.037
20071111 0.579 0.038
20071112 0.33 0.038
20071113 0.216 0.038
20071114 0.255 0.038
20071115 0.15 0.039
20071116 0.116 0.039
20071117 0.097 0.039
20071118 0.085 0.039
20071119 0.074 0.04
20071120 0.064 0.04
20071121 0.059 0.04
20071122 0.054 0.04
20071123 0.047 0.041
20071124 0.041 0.041
20071125 0.058 0.041
20071126 0.067 0.04
20071127 0.056 0.04
20071128 0.051 0.04
20071129 0.052 0.039
20071130 0.051 0.039
20071201 0.144 0.039
20071202 0.255 0.039
20071203 0.394 0.038
20071204 0.207 0.038
20071205 0.153 0.038
20071206 0.194 0.037
20071207 0.803 0.037
20071208 0.367 0.037
20071209 0.614 0.036
20071210 0.337 0.036
20071211 0.218 0.036
20071212 0.154 0.035
20071213 0.123 0.035
20071214 0.104 0.035
20071215 0.091 0.034
20071216 0.075 0.034
20071217 0.063 0.034
20071218 0.054 0.034
20071219 0.046 0.033
20071220 0.043 0.033
20071221 0.04 0.033
20071222 0.034 0.032
20071223 0.032 0.032
20071224 0.035 0.035
20071225 0.04 0.035
20071226 0.041 0.035
20071227 0.046 0.035
20071228 0.058 0.035
20071229 0.066 0.035
20071230 0.066 0.036
20071231 0.065 0.036
20080101 0.057 0.036
20080102 0.048 0.036
20080103 0.043 0.036
20080104 0.036 0.036
20080105 0.08 0.04
20080106 0.128 0.044
20080107 0.124 0.048
20080108 0.124 0.052
20080109 0.107 0.056
20080110 0.09 0.06
20080111 0.088 0.064
20080112 0.117 0.068
20080113 0.09 0.072
20080114 0.076 0.076
20080115 0.077 0.075
20080116 0.113 0.074
20080117 0.082 0.073
20080118 0.13 0.072
20080119 NA NA
20080120 NA NA
20080121 NA NA
20080122 NA NA
20080123 NA NA
20080124 NA NA
20080125 NA NA
20080126 NA NA
20080127 NA NA
20080128 NA NA
20080129 NA NA
20080130 0.187 0.06
20080131 0.108 0.058
20080201 0.15 0.057
20080202 0.127 0.056
20080203 0.104 0.055
20080204 0.089 0.054
20080205 0.104 0.053
20080206 0.272 0.052
20080207 0.172 0.051
20080208 0.121 0.05
20080209 0.092 0.049
20080210 0.075 0.048
20080211 0.068 0.047
20080212 0.065 0.046
20080213 0.057 0.045
20080214 0.054 0.044
20080215 0.049 0.043
20080216 0.042 0.042
20080217 0.041 0.041
20080218 0.042 0.041
20080219 0.049 0.04
20080220 0.047 0.04
20080221 0.043 0.04
20080222 0.045 0.04
20080223 0.04 0.039
20080224 0.039 0.039
20080225 0.047 0.04
20080226 0.063 0.041
20080227 0.065 0.041
20080228 0.049 0.042
20080229 0.049 0.043
20080301 0.182 0.044
20080302 0.147 0.044
20080303 0.103 0.045
20080304 0.07 0.046
20080305 0.055 0.047
20080306 0.057 0.048
20080307 0.064 0.048
20080308 0.054 0.049
20080309 0.05 0.05
20080310 0.054 0.049
20080311 0.077 0.048
20080312 0.247 0.048
20080313 0.194 0.047
20080314 0.122 0.046
20080315 0.088 0.045
20080316 0.21 0.044
20080317 0.242 0.044
20080318 0.146 0.043
20080319 0.129 0.042
20080320 0.113 0.041
20080321 0.659 0.04
20080322 0.305 0.04
20080323 0.187 0.039
20080324 0.147 0.038
20080325 0.139 0.037
20080326 0.15 0.036
20080327 0.112 0.036
20080328 0.099 0.035
20080329 0.12 0.034
20080330 0.097 0.033
20080331 0.123 0.032
20080401 NA NA
20080402 NA NA
20080403 NA NA
20080404 NA NA
20080405 NA NA
20080406 NA NA
20080407 NA NA
20080408 NA NA
20080409 NA NA
20080410 0.074 0.024
20080411 0.064 0.023
20080412 0.056 0.023
20080413 0.049 0.022
20080414 0.046 0.021
20080415 0.046 0.02
20080416 0.051 0.019
20080417 0.053 0.019
20080418 0.046 0.018
20080419 0.04 0.017
20080420 0.034 0.016
20080421 0.031 0.015
20080422 0.028 0.015
20080423 0.018 0.014
20080424 0.013 0.013
20080425 0.014 0.013
20080426 0.017 0.012
20080427 0.019 0.012
20080428 0.022 0.012
20080429 0.03 0.012
20080430 0.034 0.011
20080501 NA NA
20080502 NA NA
20080503 NA NA
20080504 NA NA
20080505 NA NA
20080506 NA NA
20080507 0.018 0.009
20080508 0.015 0.009
20080509 0.013 0.009
20080510 0.011 0.008
20080511 0.01 0.008
20080512 0.009 0.008
20080513 0.01 0.007
20080514 0.007 0.007
20080515 0.007 0.007
20080516 0.027 0.007
20080517 0.04 0.007
20080518 0.035 0.007
20080519 0.024 0.007
20080520 0.017 0.007
20080521 0.014 0.007
20080522 0.011 0.006
20080523 0.009 0.006
20080524 0.008 0.006
20080525 0.007 0.006
20080526 0.007 0.006
20080527 0.007 0.006
20080528 0.006 0.006
20080529 0.007 0.006
20080530 0.006 0.006
20080531 0.007 0.006
20080601 0.021 0.006
20080602 0.011 0.005
20080603 0.017 0.005
20080604 0.209 0.005
20080605 0.179 0.005
20080606 0.079 0.005
20080607 0.045 0.005
20080608 0.029 0.005
20080609 0.02 0.005
20080610 0.014 0.005
20080611 0.01 0.005
20080612 0.013 0.004
20080613 0.011 0.004
20080614 0.012 0.004
20080615 0.014 0.004
20080616 0.011 0.004
20080617 0.008 0.004
20080618 0.006 0.004
20080619 0.007 0.004
20080620 0.006 0.004
20080621 0.005 0.003
20080622 0.007 0.003
20080623 0.006 0.003
20080624 0.004 0.003
20080625 0.003 0.003
20080626 0.003 0.003
20080627 0.003 0.003
20080628 0.003 0.003
20080629 0.003 0.003
20080630 0.003 0.003
20080701 0.003 0.003
20080702 0.003 0.003
20080703 0.004 0.003
20080704 0.004 0.003
20080705 0.004 0.003
20080706 0.003 0.003
20080707 0.003 0.003
20080708 0.003 0.003
20080709 0.004 0.003
20080710 0.016 0.003
20080711 0.029 0.003
20080712 0.017 0.003
20080713 0.01 0.003
20080714 0.007 0.003
20080715 0.006 0.003
20080716 0.005 0.003
20080717 0.005 0.003
20080718 0.007 0.003
20080719 0.006 0.003
20080720 0.005 0.003
20080721 0.006 0.003
20080722 0.007 0.003
20080723 0.005 0.003
20080724 0.004 0.003
20080725 0.003 0.003
20080726 0.023 0.003
20080727 0.013 0.003
20080728 0.006 0.003
20080729 NA NA
20080730 NA NA
20080731 NA NA
20080801 NA NA
20080802 NA NA
20080803 NA NA
20080804 NA NA
20080805 NA NA
20080806 NA NA
20080807 NA NA
20080808 0.002 0.002
20080809 0.002 0.002
20080810 0.002 0.002
20080811 0.002 0.002
20080812 0.002 0.002
20080813 0.004 0.002
20080814 NA NA
20080815 NA NA
20080816 NA NA
20080817 NA NA
20080818 NA NA
20080819 NA NA
20080820 0.003 0.002
20080821 0.002 0.002
20080822 0.006 0.002
20080823 0.011 0.002
20080824 0.005 0.002
20080825 0.004 0.002
20080826 0.003 0.002
20080827 0.003 0.002
20080828 0.003 0.002
20080829 0.003 0.002
20080830 0.002 0.002
20080831 0.002 0.002
20080901 0.002 0.002
20080902 0.002 0.002
20080903 0.007 0.002
20080904 0.005 0.002
20080905 0.003 0.002
20080906 0.003 0.002
20080907 0.002 0.002
20080908 0.003 0.002
20080909 0.002 0.002
20080910 NA NA
20080911 NA NA
20080912 NA NA
20080913 NA NA
20080914 NA NA
20080915 NA NA
20080916 NA NA
20080917 NA NA
20080918 NA NA
20080919 NA NA
20080920 0.001 0.001
20080921 0.002 0.002
20080922 0.002 0.002
20080923 0.002 0.002
20080924 0.002 0.002
20080925 0.002 0.002
20080926 0.002 0.002
20080927 0.002 0.002
20080928 0.002 0.002
20080929 0.002 0.002
20080930 0.004 0.002
20081001 0.0065 0.002
20081002 0.009 0.002
20081003 0.007 0.002
20081004 0.006 0.003
20081005 0.008 0.003
20081006 0.024 0.003
20081007 0.016 0.003
20081008 0.016 0.003
20081009 0.014 0.003
20081010 0.011 0.003
20081011 0.01 0.004
20081012 0.009 0.004
20081013 0.009 0.004
20081014 0.008 0.004
20081015 0.007 0.004
20081016 0.008 0.004
20081017 0.007 0.004
20081018 0.006 0.004
20081019 0.006 0.005
20081020 0.006 0.005
20081021 0.007 0.005
20081022 0.007 0.005
20081023 0.005 0.005
20081024 0.005 0.005
20081025 0.005 0.005
20081026 0.006 0.006
20081027 0.0105 0.006
20081028 0.015 0.006
20081029 0.013 0.007
20081030 0.012 0.007
20081031 0.013 0.007
20081101 0.013 0.008
20081102 0.016 0.008
20081103 0.016 0.008
20081104 0.014 0.009
20081105 0.013 0.009
20081106 0.013 0.009
20081107 0.013 0.01
20081108 0.01 0.01
20081109 0.012 0.011
20081110 0.014 0.013
20081111 0.027 0.014
20081112 0.031 0.015
20081113 0.027 0.016
20081114 0.025 0.018
20081115 0.026 0.019
20081116 0.027 0.02
20081117 0.023 0.022
20081118 0.023 0.023
20081119 0.023 0.023
20081120 0.03 0.028
20081121 0.086 0.031
20081122 0.102 0.034
20081123 0.083 0.036
20081124 0.079 0.039
20081125 0.067 0.042
20081126 0.074 0.044
20081127 0.083 0.047
20081128 0.076 0.05
20081129 0.063 0.052
20081130 0.055 0.055
20081201 0.068 0.053
20081202 0.06 0.052
20081203 0.095 0.05
20081204 0.098 0.049
20081205 0.134 0.047
20081206 0.096 0.045
20081207 0.071 0.044
20081208 0.061 0.042
20081209 0.057 0.041
20081210 0.065 0.039
20081211 0.059 0.037
20081212 0.048 0.036
20081213 0.044 0.034
20081214 0.038 0.033
20081215 0.031 0.031
20081216 0.031 0.031
20081217 0.033 0.031
20081218 0.031 0.031
20081219 0.041 0.031
20081220 0.074 0.031
20081221 0.071 0.031
20081222 0.066 0.031
20081223 0.059 0.031
20081224 0.054 0.031
20081225 NA NA
20081226 NA NA
20081227 NA NA
20081228 NA NA
20081229 NA NA
20081230 NA NA
20081231 NA NA
20090101 NA NA
20090102 NA NA
20090103 NA NA
20090104 NA NA
20090105 NA NA
20090106 NA NA
20090107 NA NA
20090108 NA NA
20090109 NA NA
20090110 NA NA
20090111 NA NA
20090112 NA NA
20090113 NA NA
20090114 NA NA
20090115 NA NA
20090116 NA NA
20090117 NA NA
20090118 NA NA
20090119 NA NA
20090120 NA NA
20090121 NA NA
20090122 0.082 0.03
20090123 0.222 0.03
20090124 0.229 0.03
20090125 0.138 0.03
20090126 0.097 0.03
20090127 0.074 0.03
20090128 0.067 0.03
20090129 0.054 0.03
20090130 0.043 0.03
20090131 0.038 0.03
20090201 0.034 0.03
20090202 0.033 0.03
20090203 0.03 0.03
20090204 0.031 0.031
20090205 0.039 0.034
20090206 0.05 0.035
20090207 0.054 0.037
20090208 0.051 0.039
20090209 0.055 0.041
20090210 0.204 0.043
20090211 0.194 0.045
20090212 0.13 0.046
20090213 0.115 0.048
20090214 0.105 0.05
20090215 0.082 0.052
20090216 0.144 0.054
20090217 0.264 0.055
20090218 0.155 0.057
20090219 0.118 0.059
20090220 0.136 0.061
20090221 0.113 0.063
20090222 0.109 0.065
20090223 0.1 0.066
20090224 0.081 0.068
20090225 0.07 0.07
20090226 0.076 0.069
20090227 0.107 0.069
20090228 0.123 0.068
20090301 0.102 0.068
20090302 0.08 0.067
20090303 0.068 0.067
20090304 0.066 0.066
20090305 0.068 0.064
20090306 0.262 0.063
20090307 0.263 0.061
20090308 0.198 0.059
20090309 0.171 0.057
20090310 0.174 0.056
20090311 0.192 0.054
20090312 0.145 0.052
20090313 0.134 0.051
20090314 0.106 0.049
20090315 0.084 0.047
20090316 0.071 0.045
20090317 0.063 0.044
20090318 0.055 0.042
20090319 0.049 0.04
20090320 0.041 0.038
20090321 0.038 0.037
20090322 0.035 0.035
20090323 0.049 0.034
20090324 0.076 0.034
20090325 0.105 0.033
20090326 0.14 0.032
20090327 0.188 0.031
20090328 0.315 0.031
20090329 0.245 0.03
20090330 0.147 0.029
20090331 0.106 0.029
20090401 0.083 0.028
20090402 0.067 0.027
20090403 0.058 0.026
20090404 0.05 0.026
20090405 0.043 0.025
20090406 0.041 0.024
20090407 0.037 0.024
20090408 0.034 0.023
20090409 0.032 0.022
20090410 0.03 0.021
20090411 0.027 0.021
20090412 0.03 0.02
20090413 0.02725 0.019
20090414 0.0245 0.019
20090415 0.02175 0.018
20090416 0.019 0.017
20090417 0.018 0.016
20090418 0.015 0.015
20090419 0.013 0.013
20090420 0.013 0.013
20090421 0.012 0.012
20090422 0.01 0.01
20090423 0.009 0.009
20090424 0.008 0.008
20090425 0.008 0.008
20090426 0.007 0.007
20090427 0.012 0.009
20090428 0.009 0.009
20090429 0.008 0.008
20090430 0.007 0.007
20090501 0.006 0.006
20090502 0.006 0.006
20090503 0.005 0.005
20090504 0.005 0.005
20090505 0.006 0.005
20090506 0.012 0.005
20090507 0.009 0.005
20090508 0.008 0.004
20090509 0.007 0.004
20090510 0.006 0.004
20090511 0.005 0.004
20090512 0.004 0.004
20090513 0.004 0.004
20090514 0.004 0.004
20090515 0.006 0.004
20090516 0.008 0.004
20090517 0.009 0.003
20090518 0.007 0.003
20090519 0.006 0.003
20090520 0.005 0.003
20090521 0.005 0.003
20090522 0.004 0.003
20090523 0.003 0.003
20090524 0.003 0.003
20090525 0.003 0.002
20090526 0.003 0.002
20090527 0.003 0.002
20090528 0.003 0.002
20090529 0.002 0.002
20090530 0.003 0.002
20090531 0.002 0.002
20090601 0.003 0.002
20090602 0.007 0.002
20090603 0.008 0.002
20090604 0.009 0.002
20090605 0.01 0.002
20090606 0.01 0.002
20090607 0.01 0.002
20090608 0.01 0.002
20090609 0.009 0.002
20090610 0.01025 0.002
20090611 0.0115 0.002
20090612 0.01275 0.002
20090613 0.014 0.002
20090614 0.011 0.002
20090615 0.01 0.002
20090616 0.011 0.002
20090617 0.011 0.002
20090618 0.009 0.002
20090619 0.006 0.002
20090620 0.005 0.002
20090621 0.005 0.002
20090622 0.004 0.002
20090623 0.003 0.002
20090624 0.003 0.002
20090625 0.002 0.002
20090626 0.002 0.002
20090627 0.002 0.002
20090628 0.002 0.002
20090629 0.002 0.002
20090630 0.002 0.002
20090701 0.002 0.001
20090702 0.002 0.001
20090703 0.002 0.001
20090704 0.002 0.001
20090705 0.001 0.001
20090706 0.003 0.001
20090707 0.005 0.001
20090708 0.007 0.002
20090709 0.004 0.002
20090710 0.008 0.002
20090711 0.01 0.002
20090712 0.006 0.002
20090713 0.006 0.002
20090714 0.006 0.002
20090715 0.004 0.003
20090716 0.004 0.003
20090717 0.003 0.003
20090718 0.003 0.003
20090719 0.003 0.003
20090720 0.004 0.003
20090721 0.003 0.003
20090722 0.012 0.003
20090723 0.021 0.003
20090724 0.036 0.003
20090725 0.027 0.003
20090726 0.018 0.003
20090727 0.012 0.003
20090728 0.009 0.003
20090729 0.007 0.002
20090730 0.005 0.002
20090731 0.003 0.002
20090801 0.003 0.002
20090802 0.005 0.002
20090803 0.006 0.002
20090804 0.004 0.002
20090805 0.003 0.002
20090806 0.002 0.002
20090807 0.002 0.002
20090808 0.002 0.002
20090809 0.002 0.002
20090810 0.002 0.002
20090811 0.002 0.002
20090812 0.003 0.002
20090813 0.003 0.002
20090814 0.002 0.002
20090815 0.002 0.002
20090816 0.002 0.002
20090817 0.002 0.002
20090818 0.002 0.002
20090819 0.002 0.002
20090820 0.002 0.002
20090821 0.002 0.002
20090822 0.002 0.001
20090823 0.002 0.001
20090824 0.002 0.001
20090825 0.002 0.001
20090826 0.002 0.001
