date        P    ETpot  Q
2010012304  0.00 0.0000 0.0454
2010012305  0.00 0.0000 0.0451
2010012306  0.00 0.0000 0.0449
2010012307  0.00 0.0017 0.0444
2010012308  0.00 0.0085 0.0440
2010012309  0.00 0.0197 0.0438
2010012310  0.00 0.0350 0.0432
2010012311  0.00 0.0419 0.0425
2010012312  0.00 0.0359 0.0418
2010012313  0.00 0.0333 0.0415
2010012314  0.00 0.0188 0.0415
2010012315  0.00 0.0051 0.0415
2010012316  0.00 0.0000 0.0415
2010012317  0.00 0.0000 0.0415
2010012318  0.00 0.0000 0.0415
2010012319  0.00 0.0000 0.0413
2010012320  0.00 0.0000 0.0410
2010012321  0.00 0.0000 0.0410
2010012322  0.00 0.0000 0.0408
2010012323  0.00 0.0000 0.0404
2010012400  0.00 0.0000 0.0403
2010012401  0.00 0.0000 0.0399
2010012402  0.00 0.0000 0.0396
2010012403  0.10 0.0000 0.0392
2010012404  0.00 0.0000 0.0388
2010012405  0.00 0.0000 0.0388
2010012406  0.00 0.0000 0.0382
2010012407  0.00 0.0013 0.0379
2010012408  0.00 0.0076 0.0377
2010012409  0.00 0.0280 0.0371
2010012410  0.00 0.0280 0.0367
2010012411  0.00 0.0382 0.0366
2010012412  0.00 0.0369 0.0359
2010012413  0.00 0.0331 0.0354
2010012414  0.00 0.0204 0.0354
2010012415  0.00 0.0064 0.0354
2010012416  0.00 0.0000 0.0354
2010012417  0.00 0.0000 0.0354
2010012418  0.00 0.0000 0.0354
2010012419  0.00 0.0000 0.0354
2010012420  0.00 0.0000 0.0352
2010012421  0.00 0.0000 0.0349
2010012422  0.00 0.0000 0.0346
2010012423  0.00 0.0000 0.0343
2010012500  0.00 0.0000 0.0338
2010012501  0.00 0.0000 0.0338
2010012502  0.00 0.0000 0.0338
2010012503  0.00 0.0000 0.0336
2010012504  0.00 0.0000 0.0332
2010012505  0.00 0.0000 0.0330
2010012506  0.00 0.0000 0.0325
2010012507  0.00 0.0015 0.0321
2010012508  0.00 0.0091 0.0317
2010012509  0.00 0.0151 0.0313
2010012510  0.00 0.0257 0.0309
2010012511  0.00 0.0460 0.0303
2010012512  0.00 0.0445 0.0296
2010012513  0.00 0.0355 0.0292
2010012514  0.00 0.0174 0.0288
2010012515  0.00 0.0053 0.0288
2010012516  0.00 0.0000 0.0285
2010012517  0.00 0.0000 0.0282
2010012518  0.00 0.0000 0.0281
2010012519  0.00 0.0000 0.0276
2010012520  0.00 0.0000 0.0269
2010012521  0.00 0.0000 0.0253
2010012522  0.00 0.0000 0.0240
2010012523  0.00 0.0000 0.0234
2010012600  0.00 0.0000 0.0233
2010012601  0.00 0.0000 0.0238
2010012602  0.00 0.0000 0.0238
2010012603  0.00 0.0000 0.0235
2010012604  0.00 0.0000 0.0228
2010012605  0.00 0.0000 0.0220
2010012606  0.00 0.0000 0.0215
2010012607  0.00 0.0039 0.0209
2010012608  0.00 0.0310 0.0204
