"date" "Q1" "Q2" "Q3" "Q4"
19942406 0.821 0.167 0.269 0.107
19942506 0.819 0.17 0.265 0.103
19942606 0.78 0.21 0.238 0.104
19942706 0.75 0.221 0.213 0.096
19942806 0.743 0.196 0.238 0.095
19942906 0.746 0.17 0.179 0.104
19943006 0.768 0.149 0.154 0.091
19940107 0.796 0.13 0.131 0.085
19940207 0.795 0.17 0.131 0.079
19940307 0.77 0.174 0.108 0.077
19940407 0.751 0.145 0.108 0.071
19940507 0.751 0.17 0.184 0.068
19940607 0.736 0.087 0.141 0.065
19940707 0.706 0.105 22.085 0.092
19940807 0.705 0.116 1.316 0.101
19940907 0.708 0.185 0.779 0.081
19941007 0.716 0.221 0.669 0.069
19941107 0.735 0.163 0.462 0.066
19941207 0.744 0.105 0.371 0.064
19941307 0.714 0.13 0.304 0.063
19941407 0.691 0.087 0.269 0.073
19941507 0.668 0.109 0.238 0.08
19941607 0.642 0.109 0.206 0.08
19941707 0.629 0.174 0.18 0.063
19941807 0.626 0.116 0.169 0.061
19941907 0.621 0.145 0.206 0.059
19942007 0.614 0.145 0.18 0.057
19942107 0.628 0.185 0.563 0.056
19942207 0.651 0.127 0.18 0.059
19942307 0.684 0.08 0.154 0.062
19942407 0.69 0.17 0.131 0.063
19942507 0.664 0.13 0.108 0.08
19942607 0.64 0.127 0.104 0.097
19942707 0.616 0.094 0.091 0.073
19942807 0.59 0.076 0.091 0.078
19942907 0.581 0.062 0.091 0.082
19943007 0.578 0.076 0.083 0.085
19943107 0.56 0.17 0.073 0.082
19940108 0.542 0.188 0.091 0.076
19940208 0.539 0.098 0.091 0.062
19940308 0.539 0.123 0.073 0.068
19940408 0.53 0.051 0.073 0.066
19940508 0.513 0.109 0.068 0.064
19940608 0.501 0.105 0.059 0.063
19940708 0.49 0.101 0.059 0.06
19940808 0.484 0.083 0.132 0.06
19940908 0.487 0.091 0.059 0.056
19941008 0.496 0.065 0.059 0.057
19941108 0.509 0.083 1.021 0.053
19941208 0.515 0.181 0.503 0.05
19941308 0.511 0.109 0.153 0.055
19941408 0.515 0.174 0.163 0.047
19941508 0.532 0.138 0.091 0.047
19941608 0.552 0.101 0.073 0.041
19941708 0.545 0.033 0.068 0.047
19941808 0.538 0.069 3.237 0.059
19941908 0.529 0.149 0.369 0.047
19942008 0.518 0.134 0.199 0.046
19942108 0.521 0.145 0.126 0.043
19942208 0.547 0.101 0.067 0.04
19942308 0.576 0.094 0.084 0.04
19942408 0.581 0.065 0.106 0.349
19942508 0.578 0.036 0.477 0.117
19942608 0.554 0.051 0.536 0.08
19942708 0.543 0.072 0.311 0.068
19942808 0.539 0.326 0.184 0.069
19942908 0.552 0.116 0.313 0.061
19943008 0.573 0.043 0.251 0.057
19943108 0.545 0.076 0.115 0.051
19940109 0.519 0.043 0.249 0.046
19940209 0.502 0.076 0.308 0.05
19940309 0.498 0.036 0.794 0.057
19940409 0.492 0.105 0.699 0.064
19940509 0.499 0.087 0.338 0.06
19940609 0.519 0.04 0.265 0.056
19940709 0.548 0.174 0.21 0.072
19940809 0.579 0.293 0.269 0.108
19940909 0.601 0.228 2.987 0.103
19941009 0.639 0.297 0.624 0.091
19941109 0.657 0.297 0.432 0.085
19941209 0.683 0.214 0.462 0.25
19941309 0.716 0.134 0.362 0.32
19941409 0.718 0.25 0.715 0.217
19941509 0.735 0.149 4.508 0.271
19941609 0.739 0.384 3.229 0.625
19941709 0.753 0.427 1.55 0.701
19941809 0.789 0.598 1.066 0.685
19941909 0.835 0.659 0.669 0.883
19942009 0.854 0.561 0.509 0.614
19942109 0.85 0.63 0.414 0.427
19942209 0.841 0.529 0.338 0.314
19942309 0.813 0.293 0.269 0.252
19942409 0.78 0.366 0.238 0.225
19942509 0.743 0.351 0.206 0.208
19942609 0.717 0.268 0.18 0.215
19942709 0.703 0.228 0.206 0.208
19942809 0.681 0.156 0.18 0.181
19942909 0.658 0.156 0.154 0.154
19943009 0.633 0.072 0.154 0.137
19940110 0.626 0.196 0.131 0.131
19940210 0.602 0.228 0.132 0.137
19940310 0.59 0.174 0.165 0.45
19940410 0.607 0.174 1.558 1.335
19940510 0.607 0.21 1.429 0.96
19940610 0.589 0.138 0.463 0.691
19940710 0.593 0.116 0.338 0.557
19940810 0.609 0.112 0.269 0.448
19940910 0.61 0.214 0.238 0.355
19941010 0.592 0.159 0.185 0.29
19941110 0.563 0.083 0.18 0.255
19941210 0.54 0.105 0.154 0.221
19941310 0.519 0.065 0.154 0.192
19941410 0.51 0.054 0.131 0.178
19941510 0.501 0.087 0.131 0.17
19941610 0.487 0.127 0.108 0.156
19941710 0.474 0.076 0.108 0.137
19941810 0.468 0.04 0.108 0.125
19941910 0.459 0.033 0.108 0.12
19942010 0.443 0.029 0.108 0.117
19942110 0.434 0.036 0.091 0.109
19942210 0.425 0.043 0.091 0.109
19942310 0.418 0.181 0.091 0.118
19942410 0.412 0.239 0.108 0.11
19942510 0.416 0.17 0.108 0.108
19942610 0.425 0.21 3.842 0.171
19942710 0.426 0.254 1.997 0.546
19942810 0.432 0.156 0.669 0.608
19942910 0.447 0.196 0.61 0.771
19943010 0.48 0.659 0.418 2.744
19943110 0.569 1.239 0.376 8.209
19940111 0.674 1.391 0.304 5.052
19940211 0.739 0.967 0.418 2.608
19940311 0.738 0.674 0.338 1.825
19940411 0.694 0.627 0.269 1.385
19940511 0.638 0.529 0.238 1.137
19940611 0.582 0.529 0.206 0.937
19940711 0.539 0.453 0.237 0.982
19940811 0.534 0.348 0.18 1.326
19940911 0.516 0.348 0.18 1.018
19941011 0.499 0.438 0.181 0.977
19941111 0.486 0.413 0.38 1.693
19941211 0.487 0.319 1.346 1.541
19941311 0.486 0.217 0.558 1.245
19941411 0.485 0.312 0.418 1.518
19941511 0.512 0.605 0.338 2.721
19941611 0.602 0.931 0.462 2.554
19941711 0.685 0.743 0.338 1.87
19941811 0.712 0.703 0.305 3.273
19941911 0.72 0.735 1.029 3.704
19942011 0.736 0.764 0.727 2.837
19942111 0.731 0.685 0.56 2.265
19942211 0.728 0.63 0.429 1.678
19942311 0.723 0.685 0.378 1.337
19942411 0.712 0.714 0.304 1.152
19942511 0.698 0.652 0.269 0.99
19942611 0.671 0.576 0.238 1.373
19942711 0.647 0.609 0.238 1.892
19942811 0.631 0.641 0.206 1.304
19942911 0.62 0.475 0.191 1.05
19943011 0.604 0.427 0.18 0.899
19940112 0.579 0.406 0.18 0.772
19940212 0.555 0.406 0.154 0.685
19940312 0.521 0.384 0.154 0.669
19940412 0.502 0.456 0.132 0.966
19940512 0.493 0.576 0.154 0.909
19940612 0.495 0.5 0.571 0.764
19940712 0.507 0.598 0.459 0.743
19940812 0.558 0.609 0.304 1.744
19940912 0.67 1.177 0.339 6.228
19941012 0.744 1.511 5.763 3.171
19941112 0.751 1.275 1.966 2.853
19941212 0.762 1.156 0.991 1.973
19941312 0.822 0.851 0.668 1.658
19941412 0.927 0.989 0.51 2.641
19941512 0.966 0.974 0.722 1.717
19941612 0.924 0.913 0.509 1.394
19941712 0.865 0.721 0.418 1.279
19941812 0.824 0.772 0.378 1.164
19941912 0.783 0.63 0.306 1.038
19942012 0.751 0.652 0.419 0.933
19942112 0.703 0.609 0.463 0.911
19942212 0.663 0.663 0.464 0.755
19942312 0.636 0.514 0.419 0.657
19942412 0.609 0.525 0.418 0.601
19942512 0.585 0.558 0.378 0.519
19942612 0.565 0.565 0.339 0.638
19942712 0.562 0.764 0.34 6.407
19942812 0.63 2.76 2.632 11.681
19942912 0.826 4.513 2.224 10.029
19943012 1.196 4.872 1.134 8.192
19943112 1.448 4.608 3.895 4.858
19950101 1.579 3.995 2.579 3.785
19950201 1.599 3.293 1.641 4.616
19950301 1.598 2.731 1.157 3.759
19950401 1.558 2.293 0.991 2.363
19950501 1.418 2.126 0.855 1.64
19950601 1.233 1.869 0.727 1.218
19950701 1.094 1.626 0.664 0.954
19950801 0.994 1.503 0.509 0.844
19950901 0.925 1.384 0.464 1.804
19951001 0.89 1.666 0.43 5.136
19951101 0.902 3.108 0.751 4.699
19951201 0.997 3.586 1.24 3.43
19951301 1.153 3.209 0.794 2.367
19951401 1.329 2.666 0.668 2.346
19951501 1.394 2.724 0.608 2.475
19951601 1.311 2.224 0.508 2.091
19951701 1.189 2.108 0.463 1.645
19951801 1.096 2.188 0.418 1.741
19951901 1.026 2.293 0.378 1.559
19952001 0.972 2.17 0.343 1.609
19952101 0.979 2.076 0.359 1.388
19952201 0.997 2.478 0.378 4.213
19952301 1.07 5.611 8.093 5.597
19952401 1.466 6.625 7.639 3.452
19952501 2.282 6.028 3.048 3.015
19952601 2.778 7.339 7.072 6.419
19952701 3.01 9.328 3.063 6.014
19952801 3.365 9.034 1.702 10.379
19952901 3.862 9.132 2.171 8.808
19953001 4.206 9.581 1.777 6.336
19953101 4.464 9.788 5.43 3.276
19950102 4.428 8.259 2.148 2.713
19950202 4.11 7.02 1.535 3.632
19950302 3.655 6.14 1.142 2.256
19950402 3.153 4.959 0.923 1.851
19950502 2.715 4.285 0.728 1.576
19950602 2.32 3.717 0.662 1.568
19950702 2.013 3.17 0.59 1.393
19950802 1.771 2.876 0.509 2.385
19950902 1.612 2.753 0.683 2.093
19951002 1.511 2.666 1.422 1.624
19951102 1.441 2.322 0.794 2.82
19951202 1.426 2.579 0.67 3.319
19951302 1.437 2.59 0.855 1.978
19951402 1.441 2.514 0.722 1.692
19951502 1.426 2.626 0.669 4.611
19951602 1.433 3.365 2.292 4.411
19951702 1.479 3.64 1.808 3.795
19951802 1.633 3.814 2.783 2.302
19951902 1.78 3.503 1.717 3.037
19952002 1.9 3.985 1.248 4.973
19952102 1.982 4.129 1.913 3.077
19952202 2.032 3.923 3.978 2.689
19952302 1.963 3.405 1.717 2.092
19952402 1.827 3.188 1.172 1.979
19952502 1.706 3.322 3.57 1.823
19952602 1.648 3.651 5.196 1.428
19952702 1.696 3.148 2.231 1.173
19952802 1.802 2.869 1.619 1.512
19950103 1.864 2.55 1.437 1.441
19950203 1.829 2.402 1.15 1.724
19950303 1.739 2.376 0.923 1.523
19950403 1.633 2.478 0.794 1.49
19950503 1.563 2.384 0.728 2.77
19950603 1.512 2.431 0.728 5.826
19950703 1.44 2.412 0.727 3.755
19950803 1.382 2.268 0.585 2.355
19950903 1.349 2.384 0.509 2.067
19951003 1.305 2.144 0.464 1.48
19951103 1.244 1.996 0.606 1.161
19951203 1.18 1.927 0.669 0.944
19951303 1.126 1.619 0.721 0.83
19951403 1.073 1.518 0.54 0.802
19951503 1.016 1.482 0.509 1.151
19951603 0.961 1.503 0.606 1.63
19951703 0.94 1.572 0.418 1.871
19951803 0.952 2.322 0.667 2.089
19951903 0.984 2.423 4.788 1.596
19952003 1.128 2.525 4.326 1.195
19952103 1.409 2.34 2.156 1.559
19952203 1.768 2.108 1.498 1.148
19952303 2.048 1.971 1.445 0.97
19952403 2.081 1.989 1.656 0.857
19952503 1.901 1.811 1.8 1.009
19952603 1.698 1.837 1.316 1.451
19952703 1.547 2.083 0.976 3.717
19952803 1.487 2.177 3.108 2.709
19952903 1.474 2.257 1.709 3.228
19953003 1.527 2.322 1.566 2.345
19953103 1.629 2.17 1.15 3.395
19950104 1.684 2.268 1.074 3.26
19950204 1.664 2.384 5.022 2.379
19950304 1.649 2.17 2.549 1.624
19950404 1.653 1.887 1.437 1.208
19950504 1.618 1.855 0.991 0.944
19950604 1.558 1.739 0.727 0.827
19950704 1.473 1.503 0.607 0.76
19950804 1.382 1.474 0.509 0.627
19950904 1.302 1.326 0.418 0.548
19951004 1.23 1.246 0.378 0.673
19951104 1.184 1.101 0.338 0.704
19951204 1.137 0.996 0.304 0.603
19951304 1.095 0.844 0.43 0.495
19951404 1.051 0.833 0.269 0.461
19951504 1.008 0.808 0.269 0.5
19951604 0.974 0.924 0.238 0.549
19951704 0.954 0.964 0.269 0.766
19951804 0.951 1.246 0.206 2.13
19951904 0.975 2.101 0.18 1.962
19952004 1.051 2.032 1.195 2.129
19952104 1.219 1.837 0.862 1.262
19952204 1.384 1.844 0.464 0.955
19952304 1.423 1.905 0.304 0.722
19952404 1.334 1.666 0.269 0.653
19952504 1.22 1.503 0.238 0.55
19952604 1.115 1.619 7.639 0.451
19952704 1.046 1.659 2.224 0.376
19952804 1.043 1.724 2.738 0.326
19952904 1.115 1.572 1.097 0.282
19953004 1.189 1.626 0.728 0.278
19950105 1.23 1.384 3.472 0.272
19950205 1.221 1.275 1.142 0.246
19950305 1.18 1.054 0.794 0.235
19950405 1.125 0.996 0.56 0.229
19950505 1.069 0.837 0.464 0.225
19950605 1.021 0.88 0.378 0.222
19950705 0.974 0.887 0.338 0.207
19950805 0.94 0.761 0.302 0.197
19950905 0.923 0.685 0.27 0.213
19951005 0.908 0.627 0.238 0.273
19951105 0.896 0.598 0.238 0.319
19951205 0.888 0.587 0.206 0.28
19951305 0.88 0.63 0.235 0.227
19951405 0.868 0.638 2.579 0.18
19951505 0.863 0.558 1.324 0.166
19951605 0.887 0.46 0.725 0.159
19951705 0.95 0.565 0.56 0.174
19951805 1.033 0.565 0.473 0.229
19951905 1.086 0.561 2.208 0.214
19952005 1.128 0.583 0.779 0.19
19952105 1.172 0.63 0.56 0.178
19952205 1.183 0.536 0.464 0.16
19952305 1.16 0.485 0.378 0.154
19952405 1.115 0.427 0.304 0.148
19952505 1.056 0.475 0.269 0.224
19952605 1.009 0.583 0.238 2.83
19952705 0.977 0.446 0.304 1.385
19952805 0.942 0.525 0.238 0.876
19952905 0.96 0.663 0.206 1.703
19953005 0.997 0.547 0.586 1.463
19953105 0.992 0.373 7.866 0.979
19950106 0.967 0.427 6.716 0.689
19950206 0.983 0.413 6.149 0.533
19950306 1.031 0.456 2.035 0.435
19950406 1.193 0.576 1.074 0.419
19950506 1.377 0.674 0.961 0.438
19950606 1.503 0.609 1.354 0.363
19950706 1.554 0.485 1.588 0.342
19950806 1.533 0.489 1.059 0.543
19950906 1.471 0.446 4.092 0.556
19951006 1.412 0.619 2.057 0.978
19951106 1.356 0.71 1.634 1.823
19951206 1.289 0.482 3.177 1.687
19951306 1.242 0.641 3.661 1.35
19951406 1.213 1.369 2.42 0.94
19951506 1.227 0.895 1.603 1.158
19951606 1.26 0.833 1.029 1.431
19951706 1.315 0.75 0.682 1.338
19951806 1.363 0.797 0.558 1.747
19951906 1.352 0.797 0.464 1.159
19952006 1.302 0.609 0.394 0.764
19952106 1.242 0.446 0.338 0.567
19952206 1.184 0.431 1.029 0.424
19952306 1.127 0.355 0.603 0.357
19952406 1.081 0.359 0.638 0.303
19952506 1.064 0.456 0.417 0.256
19952606 1.065 0.301 0.378 0.225
19952706 1.058 0.25 0.304 0.204
19952806 1.029 0.308 0.269 0.186
19952906 0.998 0.199 0.238 0.174
19953006 0.956 0.199 0.207 0.168
19950107 0.919 0.206 0.18 0.162
19950207 0.886 0.355 0.18 0.161
19950307 0.854 0.71 0.182 0.235
19950407 0.869 0.301 0.268 0.185
19950507 0.871 0.359 0.183 0.128
19950607 0.875 0.235 0.179 0.105
19950707 0.886 0.188 0.154 0.093
19950807 0.884 0.196 0.131 0.087
19950907 0.863 0.286 0.108 0.084
19951007 0.838 0.243 0.108 0.079
19951107 0.821 0.199 0.101 0.076
19951207 0.808 0.359 3.245 0.071
19951307 0.81 0.221 0.337 0.067
19951407 0.82 0.217 0.242 0.065
19951507 0.799 0.145 0.207 0.072
19951607 0.785 0.286 0.509 0.068
19951707 0.805 0.261 0.377 0.065
19951807 0.823 0.185 0.272 0.065
19951907 0.837 0.232 0.206 0.07
19952007 0.83 0.177 0.18 0.063
19952107 0.803 0.235 0.154 0.061
19952207 0.779 0.116 0.132 0.071
19952307 0.753 0.228 0.63 0.056
19952407 0.733 0.181 0.238 0.055
19952507 0.801 0.12 0.205 0.048
19952607 0.872 0.13 0.154 0.052
19952707 0.86 0.145 0.131 0.065
19952807 0.834 0.138 0.18 0.072
19952907 0.784 0.072 0.126 0.063
19953007 0.749 0.257 0.108 0.063
19953107 0.735 0.163 0.09 0.065
19950108 0.724 0.058 0.09 0.07
19950208 0.697 0.087 0.075 0.072
19950308 0.663 0.036 0.073 0.082
19950408 0.633 0.047 0.073 0.078
19950508 0.613 0.051 0.059 0.081
19950608 0.591 0.167 0.059 0.073
19950708 0.575 0.12 0.078 0.047
19950808 0.557 0.033 3.865 0.035
19950908 0.544 0.029 0.208 0.032
19951008 0.549 0.04 0.269 0.032
19951108 0.574 0.08 0.154 0.029
19951208 0.585 0.105 0.58 0.029
19951308 0.6 0.12 0.18 0.032
19951408 0.626 0.116 0.172 0.037
19951508 0.61 0.087 0.455 0.038
19951608 0.606 0.083 0.166 0.04
19951708 0.623 0.058 0.13 0.04
19951808 0.629 0.047 0.108 0.04
19951908 0.616 0.054 0.09 0.043
19952008 0.588 0.112 0.312 0.044
19952108 0.566 0.105 0.18 0.04
19952208 0.547 0.033 0.131 0.04
19952308 0.536 0.051 0.108 0.042
19952408 0.528 0.072 0.091 0.042
19952508 0.537 0.076 0.118 0.042
19952608 0.561 0.054 0.108 0.043
19952708 0.562 0.217 0.131 0.041
19952808 0.551 0.141 0.239 0.045
19952908 0.546 0.036 1.634 0.042
19953008 0.554 0.08 4.092 0.04
19953108 0.591 0.043 1.24 0.04
19950109 0.646 0.054 0.915 0.04
19950209 0.721 0.105 0.61 0.048
19950309 0.787 0.221 0.418 0.048
19950409 0.807 0.134 0.509 0.047
19950509 0.795 0.065 0.604 0.046
19950609 0.78 0.174 0.378 0.046
19950709 0.755 0.094 0.304 0.035
19950809 0.739 0.138 0.378 0.039
19950909 0.736 0.413 0.339 0.047
19951009 0.72 0.203 0.507 0.031
19951109 0.703 0.286 0.338 0.037
19951209 0.703 0.145 0.303 0.031
19951309 0.708 0.109 0.374 0.039
19951409 0.709 0.112 1.475 0.04
19951509 0.715 0.069 1.066 0.039
19951609 0.754 0.145 0.668 0.038
19951709 0.809 0.685 0.695 0.035
19951809 0.848 0.203 0.462 0.031
19951909 0.858 0.101 0.378 0.031
19952009 0.831 0.087 0.339 0.031
19952109 0.792 0.087 0.688 0.031
19952209 0.798 0.051 0.787 0.031
19952309 0.869 0.091 0.509 0.032
19952409 0.907 0.123 0.378 0.032
19952509 0.885 0.192 0.34 0.031
19952609 0.852 0.076 0.338 0.036
19952709 0.823 0.322 0.269 0.096
19952809 0.842 0.304 10.21 0.071
19952909 0.827 0.185 1.399 0.063
19953009 0.812 0.116 0.787 0.059
19950110 0.812 0.185 0.56 0.059
19950210 0.838 0.232 0.464 0.067
19950310 0.834 0.12 0.378 0.058
19950410 0.804 0.304 0.338 0.056
19950510 0.783 0.648 0.269 0.062
19950610 0.795 0.714 0.238 0.063
19950710 0.791 0.319 0.238 0.057
19950810 0.758 0.322 0.206 0.055
19950910 0.717 0.094 0.18 0.054
19951010 0.681 0.21 0.18 0.052
19951110 0.64 0.163 0.154 0.048
19951210 0.606 0.217 0.154 0.048
19951310 0.585 0.185 0.131 0.048
19951410 0.567 0.138 0.131 0.048
19951510 0.55 0.272 0.131 0.048
19951610 0.53 0.116 0.108 0.047
19951710 0.516 0.083 0.108 0.046
19951810 0.507 0.116 0.108 0.047
19951910 0.498 0.105 0.108 0.046
19952010 0.483 0.094 0.09 0.046
19952110 0.469 0.087 0.09 0.046
19952210 0.46 0.054 0.09 0.046
19952310 0.452 0.051 0.09 0.046
19952410 0.445 0.072 0.09 0.046
19952510 0.438 0.058 0.09 0.045
19952610 0.428 0.033 0.073 0.041
19952710 0.42 0.087 0.073 0.046
19952810 0.413 0.094 0.073 0.046
19952910 0.41 0.163 0.073 0.042
19953010 0.406 0.145 0.073 0.04
19953110 0.413 0.076 0.073 0.04
19950111 0.445 0.203 0.073 0.042
19950211 0.468 0.152 0.448 0.045
19950311 0.476 0.134 0.131 0.049
19950411 0.467 0.214 1.823 0.042
19950511 0.471 0.145 0.238 0.04
19950611 0.488 0.149 0.18 0.043
19950711 0.501 0.101 0.154 0.049
19950811 0.498 0.054 0.14 0.049
19950911 0.487 0.094 0.131 0.051
19951011 0.466 0.076 0.108 0.048
19951111 0.455 0.203 0.108 0.048
19951211 0.441 0.177 0.09 0.046
19951311 0.429 0.105 0.09 0.046
19951411 0.424 0.076 0.09 0.046
19951511 0.418 0.076 0.09 0.046
19951611 0.414 0.127 0.09 0.051
19951711 0.418 0.239 7.465 0.049
19951811 0.44 0.254 4.772 0.049
19951911 0.468 0.301 1.49 0.081
19952011 0.581 0.293 0.923 0.087
19952111 0.826 0.254 0.794 0.08
19952211 0.876 0.25 0.663 0.076
19952311 0.821 0.17 0.61 0.075
19952411 0.758 0.17 0.728 0.075
19952511 0.709 0.174 0.728 0.074
19952611 0.664 0.261 0.509 0.072
19952711 0.634 0.221 0.418 0.065
19952811 0.614 0.123 0.378 0.065
19952911 0.599 0.098 0.56 0.063
19953011 0.574 0.145 0.464 0.063
19950112 0.555 0.105 0.378 0.06
19950212 0.548 0.145 0.304 0.059
19950312 0.534 0.243 0.269 0.06
19950412 0.523 0.17 0.269 0.057
19950512 0.512 0.243 0.238 0.055
19950612 0.496 0.199 0.206 0.054
19950712 0.485 0.043 0.193 0.054
19950812 0.475 0.145 0.18 0.051
19950912 0.467 0.145 0.154 0.048
19951012 0.459 0.199 0.154 0.048
19951112 0.448 0.149 0.133 0.054
19951212 0.444 0.105 0.131 0.057
19951312 0.438 0.12 0.131 0.055
19951412 0.431 0.094 0.124 0.055
19951512 0.419 0.094 0.136 0.057
19951612 0.42 0.105 0.131 NA
19951712 0.415 0.152 0.108 NA
19951812 0.404 0.123 0.158 NA
19951912 0.404 0.087 0.787 0.063
19952012 0.404 0.308 0.509 0.086
19952112 0.419 0.25 5.952 0.078
19952212 0.423 0.811 2.806 0.156
19952312 0.473 1.655 1.324 0.349
19952412 0.583 2.402 1.324 0.4
19952512 0.805 2.528 13.538 0.355
19952612 1.116 2.09 8.32 0.299
19952712 1.346 1.525 2.7 0.227
19952812 1.447 1.105 1.611 0.164
19952912 1.517 0.971 1.15 0.124
19953012 1.544 0.797 0.923 0.14
19953112 1.444 0.931 0.794 0.106
19960101 1.283 0.75 1.127 0.085
19960201 1.142 0.728 1.225 0.079
19960301 1.04 0.609 0.923 0.067
19960401 0.969 0.594 0.855 0.065
19960501 0.934 0.514 0.669 0.063
19960601 0.899 0.569 0.558 0.067
19960701 0.857 0.605 0.464 0.069
19960801 0.813 0.645 0.703 0.064
19960901 0.788 0.612 1.006 0.071
19961001 0.767 0.612 0.669 0.091
19961101 0.754 0.561 0.61 0.091
19961201 0.753 0.514 0.56 0.112
19961301 0.743 0.663 0.509 0.12
19961401 0.73 0.641 0.464 0.128
19961501 0.714 0.5 0.416 0.142
19961601 0.694 0.409 0.338 0.145
19961701 0.672 0.384 0.303 0.158
19961801 0.643 0.384 0.269 0.165
19961901 0.625 0.442 0.257 0.155
19962001 0.606 0.388 0.238 0.124
19962101 0.58 0.424 0.206 0.103
19962201 0.561 0.304 0.18 0.088
19962301 0.539 0.319 0.18 0.119
19962401 0.523 0.312 0.18 0.086
19962501 0.506 0.272 0.154 0.176
19962601 0.489 0.232 0.154 0.168
19962701 0.478 0.261 0.154 0.292
19962801 0.468 0.33 0.146 0.29
19962901 0.458 0.239 0.131 0.29
19963001 0.458 0.185 0.108 0.29
19963101 0.45 0.217 0.108 0.29
19960102 0.439 0.127 0.073 0.29
19960202 0.429 0.145 0.154 0.29
19960302 0.427 0.243 0.131 0.29
19960402 0.415 0.254 0.154 0.29
19960502 0.413 0.246 0.108 0.29
19960602 0.41 0.177 0.108 0.29
19960702 0.407 0.141 0.138 0.29
19960802 0.402 0.239 0.108 0.29
19960902 0.396 0.13 0.108 0.29
19961002 0.386 0.156 0.09 0.29
19961102 0.384 0.308 0.09 0.29
19961202 0.392 0.369 0.09 0.29
19961302 0.423 0.971 0.131 0.29
19961402 0.427 0.927 0.09 0.29
19961502 0.469 0.833 0.101 0.29
19961602 0.567 0.667 0.09 0.29
19961702 0.629 0.858 0.113 0.29
19961802 0.62 1.413 0.154 0.29
19961902 0.652 2.333 0.238 0.29
19962002 0.8 2.271 0.18 0.29
19962102 1.02 1.764 0.154 0.29
19962202 1.092 1.442 0.131 0.29
19962302 1.007 1.29 0.132 NA
19962402 0.866 1.083 0.123 NA
19962502 0.748 1.376 0.166 NA
19962602 0.659 1.8 0.154 NA
19962702 0.623 1.721 0.358 NA
19962802 0.608 1.934 0.48 NA
19962902 0.628 1.88 0.493 NA
19960103 0.652 1.554 0.338 NA
19960203 0.653 1.387 0.269 NA
19960303 0.632 1.348 0.272 NA
19960403 0.608 1.076 0.237 NA
19960503 0.59 0.942 0.182 NA
19960603 0.552 0.851 0.269 NA
19960703 0.522 0.811 0.332 NA
19960803 0.501 0.761 0.269 NA
19960903 0.483 0.681 0.304 NA
19961003 0.472 0.75 0.428 NA
19961103 0.465 0.594 0.305 NA
19961203 0.453 0.514 0.269 NA
19961303 0.445 0.525 0.238 NA
19961403 0.434 0.435 0.206 NA
19961503 0.426 0.431 0.238 NA
19961603 0.423 0.438 0.378 NA
19961703 0.413 0.522 0.605 NA
19961803 0.406 0.413 0.885 NA
19961903 0.403 0.359 0.991 NA
19962003 0.407 0.315 1.203 NA
19962103 0.412 0.362 1.414 NA
19962203 0.428 0.391 8.925 NA
19962303 0.449 0.456 5.695 NA
19962403 0.472 0.536 2.753 NA
19962503 0.499 0.475 1.679 NA
19962603 0.564 0.435 1.392 NA
19962703 0.652 0.359 2.103 NA
19962803 0.688 0.308 1.634 NA
19962903 0.69 0.301 1.029 NA
19963003 0.693 0.344 0.726 NA
19963103 0.695 0.424 0.61 NA
19960104 0.687 0.344 0.509 NA
19960204 0.658 0.264 0.464 NA
19960304 0.623 0.254 0.378 NA
19960404 0.581 0.239 0.378 NA
19960504 0.557 0.192 0.418 NA
19960604 0.532 0.308 0.75 NA
19960704 0.516 0.377 0.608 NA
19960804 0.508 0.326 0.464 NA
19960904 0.493 0.261 0.378 NA
19961004 0.479 0.221 0.338 NA
19961104 0.476 0.246 0.304 NA
19961204 0.473 0.185 1.218 NA
19961304 0.471 0.232 0.669 NA
19961404 0.468 0.301 1.414 NA
19961504 0.474 0.246 0.787 NA
19961604 0.485 0.163 0.607 NA
19961704 0.49 0.145 0.505 NA
19961804 0.491 0.123 0.378 NA
19961904 0.48 0.12 0.338 NA
19962004 0.466 0.127 0.304 NA
19962104 0.45 0.232 0.269 NA
19962204 0.438 0.138 0.238 NA
19962304 0.435 0.105 0.206 NA
19962404 0.431 0.101 0.206 0.055
19962504 0.432 0.105 0.18 0.055
19962604 0.435 0.101 0.18 0.054
19962704 0.435 0.123 0.154 0.054
19962804 0.435 0.239 0.154 0.054
19962904 0.431 0.134 0.187 0.048
19963004 0.428 0.083 0.269 0.048
19960105 0.424 0.188 0.238 0.048
19960205 0.427 0.072 0.222 0.08
19960305 0.442 0.188 0.365 0.092
19960405 0.465 0.116 0.238 0.083
19960505 0.488 0.235 0.206 0.068
19960605 0.497 0.145 0.18 0.065
19960705 0.502 0.047 0.154 0.06
19960805 0.499 0.091 0.154 0.057
19960905 0.49 0.163 4.939 0.055
19961005 0.478 0.054 1.066 0.052
19961105 0.477 0.091 0.608 0.052
19961205 0.474 0.214 0.464 0.053
19961305 0.471 0.123 4.122 0.048
19961405 0.467 0.062 2.398 0.048
19961505 0.461 0.08 1.15 0.048
19961605 0.458 0.12 0.787 0.048
19961705 0.49 0.123 0.61 0.049
19961805 0.556 0.076 0.607 0.057
19961905 0.568 0.232 0.578 0.055
19962005 0.574 0.098 6.867 0.052
19962105 0.595 0.13 2.496 0.048
19962205 0.661 0.091 4.598 0.048
19962305 0.715 0.105 1.46 0.053
19962405 0.751 0.051 0.991 0.058
19962505 0.767 0.156 0.771 0.148
